Field,n_objects
SPLUS-n16s07,188
SPLUS-n16s08,201
SPLUS-n16s09,162
SPLUS-n16s10,195
SPLUS-n16s11,215
SPLUS-n16s12,22
SPLUS-n17s01,216
SPLUS-n17s02,212
SPLUS-n17s03,206
SPLUS-n17s04,162
SPLUS-n17s05,183
SPLUS-n17s06,217
SPLUS-n17s07,150
SPLUS-n17s08,180
SPLUS-n17s09,147
SPLUS-n17s10,203
SPLUS-n17s11,228
SPLUS-n17s12,110
SPLUS-n18s01,195
SPLUS-n18s02,131
SPLUS-n18s03,106
SPLUS-n18s04,129
SPLUS-n18s05,143
SPLUS-n18s06,140
SPLUS-n18s07,124
SPLUS-n18s08,128
SPLUS-n18s09,181
SPLUS-n18s10,128
SPLUS-n18s11,233
SPLUS-n18s12,29
SPLUS-n19s01,140
SPLUS-n19s02,37
SPLUS-n20s01,172
SPLUS-n20s02,1
