NAME,RA_CLUSTER,DEC_CLUSTER,RADEC_ERR,RA_OPTICAL,DEC_OPTICAL,RA_BCG,DEC_BCG,REFMAG_BCG,BEST_Z,BEST_Z_ERR,BEST_Z_TYPE,Z_LAMBDA,LIT_Z,LIT_Z_ERR,LIT_Z_SRC,SPEC_Z_BOOT,SPEC_Z_BOOT_ERR,N_MEMBERS,BCG_SPEC_Z,VDISP_BOOT,VDISP_BOOT_ERR,VDISP_BOOT_FLAG,VDISP_TYPE,LAMBDA_NORM,LAMBDA_NORM_ERR,LAMBDA_OPT_NORM,LAMBDA_OPT_NORM_ERR,SCALEVAL,MASKFRAC,RUN,LMAX,NHI,EXT_LIKE,SHARED_MEMBERS,IN_FOOTPRINT,LIMMAG_G,IN_ZVLIM,ZVLIM_02,ZVLIM_04,GAIA_10MAG_30_ARCSEC,NGC_30_ARCSEC,HECATE_30_ARCSEC,RA_XFIT,DEC_XFIT,PCONT,EXP,CR500,CTS500,F500,F500_L,F500_H,L500,L500_L,L500_H,CR500_0520,CTS500_0520,F500_0520,F500_L_0520,F500_H_0520,L500_0520,L500_L_0520,L500_H_0520,Lbol500,Lbol500_L,Lbol500_H,KT,KT_L,KT_H,MGAS500,MGAS500_L,MGAS500_H,M500,M500_L,M500_H,FGAS500,FGAS500_L,FGAS500_H,R500,R500_L,R500_H,MATCH_NAME
1eRASS J042749.5+083741,66.9565,8.62831,7.93,66.926,8.65001,66.8976,8.76874,14.858,0.12143,0.00551,photo_z,0.12143,,,none,,,0,,,,,nan,25.45,2.45,27.94,2.68,1.02519,0.024,legacy_dr10_grz_z_v0.9,21.9342,0.1224,3.56855,false,true,21.67,true,0.654,0.878,false,false,false,66.9564,8.6291,4.0E-4,132.0,0.622,82.1,60.74,43.828,76.912,31.081,22.116,39.391,0.545,72.0,48.894,35.183,61.886,21.628,15.408,27.328,138.349,82.585,199.495,-1.0,12.9,-1.0,114.2,96.07,130.54,16.86,13.72,20.84,0.067,0.052,0.086,808.0,754.0,867.0,
1eRASS J042810.8-503151,67.0454,-50.53097,3.78,67.0437,-50.53102,67.0437,-50.53102,13.612,0.09487,0.00823,photo_z,0.09487,0.0539,,ABELL,,,0,,,,,nan,15.55,2.09,15.61,2.11,1.06031,0.059,legacy_dr10_grz_z_v0.9,23.688,0.01039,60.29058,false,true,24.18,true,0.786,1.043,false,false,false,67.0444,-50.5325,2.0E-4,473.4,0.827,391.6,77.216,70.449,84.855,18.199,16.5,20.074,0.654,309.4,55.313,50.423,60.874,12.463,11.357,13.71,31.618,27.858,41.61,-1.0,1.4,-1.0,70.21,60.67,78.8,14.98,13.26,16.13,0.048,0.04,0.056,783.0,752.0,803.0,ABELL_S461
1eRASS J042935.0-015823,67.3961,-1.97324,9.26,67.3902,-1.97392,67.3902,-1.97392,16.165,0.18661,0.00459,photo_z,0.18661,,,none,,,0,,,,,nan,26.27,1.89,26.4,1.9,1.01348,0.013,legacy_dr10_grz_z_v0.9,55.6645,0.05061,20.68745,false,true,23.68,true,0.833,1.087,false,false,false,67.3938,-1.9714,0.0037,142.1,0.463,65.8,42.633,35.1,51.586,51.49,41.857,63.792,0.39,55.4,33.349,27.503,40.433,35.436,28.752,43.696,107.043,81.459,146.595,-1.0,1.57,-1.0,144.11,102.31,177.47,21.42,18.04,25.53,0.067,0.045,0.087,855.0,808.0,907.0,
1eRASS J042953.3-262246,67.4722,-26.37961,13.34,67.4655,-26.3625,67.4655,-26.3625,14.864,0.15169,1.5E-4,cg_spec_z,0.16042,,,none,,,0,0.15169,,,,nan,30.44,2.35,30.74,2.37,1.05273,0.051,legacy_dr10_grz_z_v0.9,66.6245,0.0283,11.09342,false,true,24.07,true,0.851,1.103,false,false,false,67.4721,-26.3782,0.0055,154.6,0.404,62.4,37.248,30.616,45.048,25.989,21.379,31.313,0.331,51.1,28.033,23.069,33.899,17.783,14.655,21.469,48.61,38.187,67.377,-1.0,1.4,-1.0,97.45,77.99,113.33,13.96,12.1,16.6,0.068,0.051,0.084,751.0,716.0,795.0,
1eRASS J043023.1+105156,67.5965,10.86565,17.33,67.6297,10.89485,67.6297,10.89485,15.236,0.1126,0.00648,photo_z,0.1126,,,none,,,0,,,,,nan,29.32,3.14,30.35,3.13,1.06077,0.052,legacy_dr10_grz_z_v0.9,38.0373,0.14142,3.77848,false,true,20.99,true,0.526,0.699,false,false,false,67.6126,10.8787,0.0011,118.4,0.471,55.8,44.794,36.217,55.011,21.722,17.427,26.624,0.419,49.7,36.947,29.921,45.21,14.938,12.038,18.264,51.232,36.526,85.487,5.98,1.66,11.93,94.24,76.86,109.89,12.48,10.38,14.84,0.075,0.058,0.095,733.0,689.0,776.0,
1eRASS J043048.8-074505,67.7035,-7.75165,13.1,67.7065,-7.75374,67.7035,-7.74795,15.365,0.1843,0.00452,photo_z,0.1843,,,none,,,0,,,,,nan,53.72,3.02,53.95,3.03,1.02803,0.028,legacy_dr10_grz_z_v0.9,91.4514,0.05544,9.03496,false,true,24.12,true,0.873,1.127,false,false,false,67.7049,-7.7535,0.0036,151.7,0.365,55.4,34.44,26.831,43.208,37.351,29.374,47.413,0.309,46.8,26.885,20.869,33.782,25.788,20.242,32.644,99.472,68.464,164.363,-1.0,2.59,-1.0,137.14,116.62,154.97,17.64,14.37,21.59,0.076,0.06,0.098,803.0,749.0,858.0,
1eRASS J043211.1-363659,68.0465,-36.61659,8.52,68.0468,-36.6172,68.0468,-36.6172,14.562,0.11971,4.0E-4,cg_spec_z,0.12271,,,none,,,0,0.11971,,,,nan,36.81,2.09,36.86,2.09,1.01826,0.019,legacy_dr10_grz_z_v0.9,63.7372,0.01189,4.51581,false,true,24.46,true,0.895,1.145,false,false,false,68.045,-36.6162,0.0082,191.4,0.372,71.2,33.322,19.498,48.342,13.14,7.755,19.038,0.3,57.5,24.458,14.46,35.517,9.254,5.488,13.436,22.03,12.843,35.155,-1.0,0.88,-1.0,50.14,31.36,59.7,9.66,7.0,13.13,0.049,0.03,0.075,671.0,603.0,744.0,
1eRASS J043242.6-731556,68.1778,-73.26556,,68.2033,-73.2654,68.2033,-73.2654,15.688,0.16089,0.00452,photo_z,0.16089,,,none,,,0,,,,,nan,21.93,2.89,20.96,2.82,1.07938,0.077,legacy_dr10_grz_z_v0.9,31.5197,0.08888,7.69978,false,true,23.38,true,0.578,0.767,false,false,false,68.1812,-73.272,0.0054,425.6,0.141,60.1,13.395,10.656,16.242,11.901,9.416,14.66,0.123,52.3,10.736,8.513,13.044,8.246,6.536,10.079,37.082,24.325,58.498,-1.0,5.76,-1.0,46.29,33.91,59.36,8.16,6.43,9.76,0.057,0.04,0.08,626.0,578.0,664.0,
1eRASS J043254.1-323207,68.2255,-32.53535,10.45,68.2193,-32.53449,68.2429,-32.57839,15.199,0.12079,0.00525,photo_z,0.12079,,,none,,,0,,,,,nan,28.94,3.59,27.08,3.55,1.09126,0.084,legacy_dr10_grz_z_v0.9,16.6476,0.01475,3.61475,true,true,24.16,true,0.893,1.144,false,false,false,68.2246,-32.5368,0.0883,176.5,0.115,20.3,9.549,6.423,14.011,4.149,2.779,6.271,0.094,16.6,7.193,4.876,10.477,2.973,1.97,4.28,6.352,4.114,10.442,0.59,0.34,0.97,4.79,1.4,14.26,3.68,2.46,5.2,0.016,0.006,0.041,487.0,425.0,546.0,
1eRASS J043259.4-324111,68.2477,-32.68666,,68.2836,-32.72552,68.2836,-32.72552,14.946,0.12166,1.5E-4,cg_spec_z,0.1231,0.11342,,MARDY3,,,0,0.12166,,,,nan,45.78,2.67,43.27,2.72,1.04085,0.04,legacy_dr10_grz_z_v0.9,99.1398,0.01439,19.83276,false,true,24.09,true,0.887,1.139,false,false,false,68.253,-32.6973,0.0,177.7,1.087,193.1,102.522,89.663,114.404,41.062,35.956,46.163,0.869,154.5,74.363,65.114,83.09,28.205,24.632,31.601,84.916,66.656,140.741,2.63,1.75,6.15,172.65,149.64,192.07,23.31,21.27,25.66,0.073,0.062,0.085,900.0,873.0,929.0,MARDY3_MARDJ043302.9-324001
1eRASS J043307.1-493229,68.2796,-49.54148,14.22,68.2794,-49.54112,68.0439,-49.58736,14.735,0.09253,0.00824,photo_z,0.09253,,,none,,,0,,,,,nan,16.72,1.91,16.72,1.91,1.03606,0.035,legacy_dr10_grz_z_v0.9,17.7073,0.01146,32.55895,false,true,24.21,true,0.925,1.168,false,false,false,68.2809,-49.5429,0.0035,463.6,0.292,135.2,26.1,21.608,31.133,5.971,4.945,7.097,0.236,109.6,19.245,15.882,22.705,4.212,3.452,4.962,9.483,7.778,11.872,1.33,1.07,1.78,26.51,20.08,32.17,6.35,5.56,7.58,0.042,0.03,0.053,589.0,564.0,625.0,
1eRASS J043551.1-454114,68.9629,-45.68748,8.88,68.977,-45.67954,68.977,-45.67954,15.036,0.15471,0.00407,photo_z,0.15471,0.151,,MARDY3,,,0,,,,,nan,44.52,3.16,44.49,3.22,1.06825,0.064,legacy_dr10_grz_z_v0.9,72.8304,0.00914,31.26021,false,true,24.0,true,0.617,0.822,false,false,false,68.9626,-45.6892,0.0,329.7,0.863,284.4,82.002,74.129,90.917,53.754,48.242,60.077,0.679,223.9,58.187,52.655,64.391,36.908,33.167,41.09,110.235,92.927,184.166,-1.0,1.97,-1.0,211.51,194.37,226.29,26.78,24.13,29.8,0.079,0.069,0.09,932.0,900.0,966.0,"MARDY3_MARDJ043549.5-454017,RXGCC_177"
1eRASS J043606.6+083806,69.0279,8.63505,5.57,69.0288,8.63533,69.0288,8.63533,14.728,0.10592,0.00787,photo_z,0.10592,,,none,,,0,,,,,nan,10.77,1.61,10.76,1.61,1.06343,0.059,legacy_dr10_grz_z_v0.9,15.9907,0.11308,15.38861,false,true,21.84,true,0.617,0.823,false,false,false,69.0272,8.6346,0.0144,130.6,0.508,66.3,46.999,38.754,56.374,19.402,15.968,23.361,0.449,58.6,38.728,32.094,46.568,13.286,10.947,15.975,35.851,28.504,48.603,1.81,1.48,3.95,50.51,30.12,67.43,11.73,10.0,14.04,0.042,0.025,0.06,720.0,682.0,764.0,
1eRASS J043635.8-222639,69.1495,-22.44426,15.36,69.0184,-22.53524,69.1473,-22.44412,12.758,0.06736,0.00116,spec_z_boot,0.05132,,,none,0.06736,0.00116,9,0.0691,608.22,113.66,0.0,gapper,20.22,2.69,14.24,2.25,1.07497,0.074,legacy_dr10_grz_z_v0.9,17.7249,0.03362,6.08823,false,true,23.75,true,0.824,1.079,false,false,false,69.1432,-22.4458,3.0E-4,173.2,0.854,148.0,76.138,49.913,106.61,9.987,6.475,13.907,0.72,124.7,59.812,39.285,82.982,6.955,4.538,9.661,17.511,10.561,25.84,1.28,1.01,3.1,48.48,41.13,55.18,9.38,6.57,11.29,0.053,0.041,0.073,676.0,601.0,719.0,
1eRASS J043645.5+100356,69.1897,10.06579,7.51,69.1796,10.06067,69.1076,10.0487,15.278,0.14402,0.00452,photo_z,0.14402,0.159,,MCXC,,,0,,,,,nan,53.88,3.89,55.36,3.83,1.06905,0.066,legacy_dr10_grz_z_v0.9,77.999,0.12127,7.40396,false,true,22.01,true,0.535,0.712,false,false,false,69.1779,10.0495,0.0,129.7,2.137,277.2,208.75,193.537,225.732,153.012,141.092,165.395,1.874,243.2,167.86,155.316,181.494,106.261,98.043,114.681,605.837,454.434,800.192,-1.0,8.75,-1.0,342.03,296.83,381.87,48.63,44.36,52.54,0.071,0.06,0.082,1141.0,1107.0,1171.0,"ACTDR5_ACT-CL J0436.7+1002,MCXC_J0436.7+1003"
1eRASS J043651.3-593140,69.2141,-59.52794,6.35,69.2159,-59.52619,69.2159,-59.52619,14.012,0.08643,0.00984,photo_z,0.08643,,,none,,,0,,,,,nan,11.84,2.16,11.83,2.15,1.08088,0.074,legacy_dr10_grz_z_v0.9,16.5068,0.01802,11.6008,false,true,23.84,true,0.675,0.908,false,false,false,69.2146,-59.5292,0.001,702.4,0.436,306.4,35.857,30.139,42.802,7.539,6.356,8.948,0.375,263.6,28.635,24.226,33.972,5.646,4.771,6.691,10.626,8.885,12.806,0.94,0.78,1.1,37.88,34.4,41.58,8.21,7.1,9.41,0.046,0.039,0.055,643.0,613.0,673.0,
1eRASS J043705.9-800355,69.2746,-80.0653,6.14,69.2755,-80.06384,69.2755,-80.06384,14.428,0.09891,1.8E-4,cg_spec_z,0.10199,,,none,,,0,0.09891,,,,nan,11.89,1.82,11.84,1.81,1.06206,0.057,legacy_dr10_grz_z_v0.9,20.7885,0.06198,33.96267,false,true,23.55,true,0.638,0.855,false,false,false,69.2704,-80.0649,3.0E-4,292.5,0.511,149.5,47.857,41.907,55.361,14.729,12.761,17.124,0.435,127.3,37.901,33.129,43.828,10.138,8.813,11.755,34.053,26.178,55.259,3.38,1.94,8.35,51.67,38.37,63.97,11.41,10.12,12.56,0.046,0.035,0.057,715.0,687.0,738.0,
1eRASS J043709.4-520603,69.2894,-52.1009,11.87,69.2908,-52.1075,69.2908,-52.1075,14.767,0.11608,0.00669,photo_z,0.11608,,,none,,,0,,,,,nan,10.13,1.64,10.12,1.62,1.07265,0.067,legacy_dr10_grz_z_v0.9,19.388,0.00914,4.37743,false,true,23.93,true,0.753,1.01,false,false,false,69.2828,-52.1003,0.0807,505.8,0.087,43.9,7.146,5.312,9.361,2.729,2.023,3.614,0.072,36.4,5.431,4.048,7.08,2.009,1.501,2.623,3.945,2.89,5.344,0.68,0.39,0.86,13.1,9.12,16.83,3.11,2.39,4.02,0.043,0.027,0.062,461.0,422.0,502.0,
1eRASS J043733.5-460410,69.3897,-46.06958,7.56,69.3495,-46.09765,69.3495,-46.09765,15.412,0.14414,0.00437,photo_z,0.14414,,,none,,,0,,,,,nan,54.88,2.98,39.5,2.43,1.03341,0.032,legacy_dr10_grz_z_v0.9,79.4545,0.00812,7.67906,false,true,23.62,true,0.646,0.867,false,false,false,69.386,-46.0711,0.0,312.9,0.543,169.9,51.79,40.577,65.262,28.716,22.525,36.279,0.428,134.1,36.744,28.805,46.165,19.76,15.469,24.918,65.829,43.476,117.34,-1.0,1.71,-1.0,109.69,96.42,122.35,16.98,13.88,19.82,0.065,0.053,0.081,804.0,751.0,846.0,
1eRASS J043742.8-453850,69.4285,-45.64732,27.23,69.4306,-45.66678,69.3324,-45.6247,15.685,0.13015,0.00537,photo_z,0.13015,,,none,,,0,,,,,nan,15.7,2.13,14.57,2.14,1.08029,0.074,legacy_dr10_grz_z_v0.9,28.6544,0.00921,9.43057,false,true,23.87,true,0.707,0.955,false,false,false,69.4355,-45.6444,0.0357,323.7,0.158,51.2,13.716,10.669,18.248,6.388,4.935,8.484,0.13,42.0,10.229,7.942,13.506,4.603,3.571,6.081,10.258,7.606,14.238,-1.0,0.51,-1.0,25.33,16.87,32.72,5.57,4.45,7.0,0.045,0.029,0.064,557.0,517.0,601.0,
1eRASS J043753.1-485928,69.4713,-48.99128,9.87,69.4994,-48.98654,69.5723,-48.98381,16.699,0.19686,0.00469,photo_z,0.19686,0.2108,0.0049,REDMAPPER-DES-SVA,,,0,,,,,nan,33.14,3.18,33.15,3.2,1.10626,0.097,legacy_dr10_grz_z_v0.9,57.3034,0.01102,30.64014,false,true,24.37,true,1.088,1.318,false,false,false,69.4649,-48.9919,6.0E-4,519.2,0.292,151.7,27.71,23.608,31.83,32.538,27.478,37.418,0.231,119.7,19.794,16.923,22.695,22.296,18.872,25.624,69.746,55.504,103.941,3.15,2.03,6.76,122.85,110.45,133.78,17.23,15.66,19.73,0.07,0.06,0.081,793.0,768.0,829.0,REDMAPPER-DES-SVA_RMJ043759.8-485911.6
1eRASS J043810.5-460028,69.544,-46.00781,13.2,69.5635,-45.95347,69.5635,-45.95347,14.882,0.14515,0.0043,photo_z,0.14515,0.14259,,MARDY3,,,0,,,,,nan,66.17,3.58,46.09,3.09,1.02847,0.027,legacy_dr10_grz_z_v0.9,56.0783,0.00761,11.47265,false,true,24.25,true,0.823,1.078,false,false,false,69.5416,-46.0071,0.0132,320.5,0.129,41.5,12.108,6.559,19.698,6.93,3.805,11.108,0.102,32.7,8.616,4.674,13.909,4.803,2.644,7.629,14.13,6.958,29.635,-1.0,1.26,-1.0,26.98,11.38,42.39,5.62,4.01,8.42,0.044,0.02,0.087,556.0,497.0,636.0,MARDY3_MARDJ043805.0-455901
1eRASS J043816.0-455728,69.5671,-45.95796,8.24,69.5635,-45.95347,69.5635,-45.95347,14.882,0.14434,0.0042,photo_z,0.14434,,,none,,,0,,,,,nan,47.48,3.4,46.3,3.33,1.04008,0.039,legacy_dr10_grz_z_v0.9,45.0704,0.00769,44.00995,true,true,24.32,true,0.84,1.094,false,false,false,69.5656,-45.957,0.0,326.7,0.762,249.0,73.148,63.189,83.43,40.741,35.316,46.742,0.601,196.3,51.87,44.732,59.142,28.101,24.357,32.17,96.379,74.31,156.513,-1.0,2.14,-1.0,155.97,135.91,174.21,22.66,20.82,25.34,0.068,0.058,0.08,885.0,860.0,918.0,
1eRASS J043829.0+043652,69.6212,4.61448,,69.6178,4.62218,69.6178,4.62218,15.885,0.19735,0.00528,photo_z,0.19735,,,none,,,0,,,,,nan,30.01,3.0,30.77,3.02,1.06015,0.056,legacy_dr10_grz_z_v0.9,35.9468,0.10118,5.75288,false,true,21.07,true,0.59,0.783,false,false,false,69.6187,4.6254,0.0132,129.9,0.252,32.7,23.174,17.009,29.714,35.129,26.196,46.423,0.221,28.7,18.932,14.137,24.418,24.344,18.102,31.982,75.578,51.437,126.512,-1.0,1.15,-1.0,108.86,81.95,132.84,14.76,11.24,19.06,0.072,0.05,0.1,753.0,687.0,820.0,
1eRASS J043850.3-220650,69.7098,-22.11389,11.71,69.6904,-22.12732,69.7189,-22.11085,13.129,0.06855,5.8E-4,spec_z_boot,0.06473,0.0666,,ABELL,0.06855,5.8E-4,30,,737.03,113.8,0.0,biweight,45.42,3.18,45.37,3.13,1.08874,0.085,legacy_dr10_grz_z_v0.9,91.2046,0.03083,68.19999,false,true,23.76,true,0.695,0.938,false,false,false,69.7161,-22.1145,0.0,183.7,5.13,942.5,473.593,447.158,502.06,62.66,58.678,66.569,4.217,774.7,361.0,339.715,382.419,42.764,40.071,45.397,113.364,101.912,135.867,2.33,1.96,3.8,240.78,229.7,251.11,31.36,28.75,33.74,0.076,0.07,0.084,1011.0,982.0,1036.0,"ABELL_A500,MARDY3_MARDJ043855.5-220631,MCXC_J0438.9-2206,XCLASS_2861"
1eRASS J043850.3-450823,69.71,-45.1399,12.63,69.7101,-45.1439,69.7101,-45.1439,15.535,0.14522,0.0045,photo_z,0.14522,,,none,,,0,,,,,nan,22.11,2.35,22.4,2.38,1.07107,0.065,legacy_dr10_grz_z_v0.9,24.9322,0.00869,9.16271,false,true,23.86,true,0.637,0.853,false,false,false,69.7063,-45.143,0.014,402.1,0.171,69.0,16.367,13.032,19.51,8.738,6.968,10.418,0.136,54.5,11.65,9.288,13.844,6.01,4.795,7.178,20.456,14.192,35.792,-1.0,1.6,-1.0,40.09,31.49,47.75,7.42,6.16,8.51,0.054,0.04,0.069,609.0,573.0,638.0,
1eRASS J043904.2+034744,69.7675,3.79559,14.67,69.7649,3.7959,69.7649,3.7959,15.289,0.18992,0.00299,spec_z_boot,0.18872,,,none,0.18992,0.00299,4,0.19191,1068.74,388.39,0.0,gapper,52.53,2.63,52.89,2.64,1.01071,0.012,legacy_dr10_grz_z_v0.9,72.8904,0.09883,51.26662,false,true,21.95,true,0.532,0.708,false,false,false,69.7674,3.7953,0.0,129.6,0.891,115.5,86.494,77.353,97.174,109.062,96.213,122.18,0.775,100.4,69.168,61.775,77.467,75.743,67.003,84.879,469.777,344.925,607.967,-1.0,10.25,-1.0,316.19,280.41,350.08,37.56,34.06,41.44,0.084,0.073,0.097,1030.0,997.0,1065.0,
1eRASS J043931.3+063123,69.8807,6.52314,25.22,69.8456,6.51932,69.8456,6.51932,14.775,0.11458,0.00571,photo_z,0.11458,,,none,,,0,,,,,nan,40.98,2.72,40.16,2.51,1.05373,0.051,legacy_dr10_grz_z_v0.9,77.9497,0.09064,13.24788,false,true,22.4,true,0.657,0.883,false,false,false,69.88,6.5195,3.0E-4,133.3,0.654,87.1,55.787,43.229,72.024,27.136,21.171,34.494,0.582,77.6,47.658,37.341,61.037,19.122,15.163,24.511,41.388,31.43,53.757,1.33,0.98,1.54,100.68,85.51,114.49,16.23,13.76,19.85,0.06,0.047,0.076,799.0,757.0,855.0,
1eRASS J043939.1-481359,69.9132,-48.2332,4.37,69.9118,-48.23384,69.9118,-48.23384,15.418,0.15208,0.00482,photo_z,0.15208,,,none,,,0,,,,,nan,15.43,1.62,15.41,1.62,1.08141,0.073,legacy_dr10_grz_z_v0.9,37.0455,0.01111,78.82814,false,true,24.25,true,1.082,1.311,false,false,false,69.9137,-48.2342,8.0E-4,518.2,0.371,192.3,35.572,31.9,39.38,22.373,19.976,24.9,0.295,152.9,25.52,22.934,28.266,15.384,13.792,17.095,54.607,42.565,85.238,-1.0,2.52,-1.0,54.68,39.47,69.57,15.02,13.57,16.64,0.036,0.025,0.047,769.0,744.0,796.0,
1eRASS J043944.0+094410,69.9336,9.73634,17.26,69.9317,9.73525,70.0228,9.65183,14.915,0.11112,0.00632,photo_z,0.11112,,,none,,,0,,,,,nan,31.77,2.73,32.02,2.75,1.07944,0.072,legacy_dr10_grz_z_v0.9,76.1354,0.10467,8.66063,false,true,21.66,true,0.665,0.893,false,false,false,69.9336,9.7375,0.0226,127.5,0.279,35.6,26.509,19.831,33.618,11.958,8.883,15.221,0.245,31.2,21.463,16.032,27.263,8.266,6.158,10.515,34.362,21.197,57.947,-1.0,3.83,-1.0,47.71,33.91,58.11,7.45,5.76,9.41,0.062,0.043,0.086,617.0,567.0,667.0,
1eRASS J044120.0-450301,70.3337,-45.05028,5.87,70.3325,-45.0516,70.3325,-45.0516,14.38,0.15587,0.00425,photo_z,0.15587,0.15397,,MARDY3,,,0,,,,,nan,53.23,3.28,53.46,3.28,1.04628,0.046,legacy_dr10_grz_z_v0.9,65.7526,0.00963,91.48343,false,true,24.25,true,0.841,1.094,false,false,false,70.3301,-45.052,0.0,357.1,1.542,550.7,145.853,135.534,159.053,96.273,88.932,105.447,1.213,433.0,103.609,96.008,112.745,65.849,61.119,71.955,184.137,160.441,244.185,-1.0,1.94,-1.0,313.13,293.75,330.99,38.48,35.55,40.72,0.082,0.075,0.09,1051.0,1024.0,1071.0,MARDY3_MARDJ044113.8-450256
1eRASS J044137.4-453531,70.4061,-45.59198,11.12,70.4115,-45.5942,70.4115,-45.5942,15.132,0.14426,0.005,photo_z,0.14426,,,none,,,0,,,,,nan,13.67,2.1,13.64,2.07,1.06648,0.062,legacy_dr10_grz_z_v0.9,21.8059,0.00841,7.73438,false,true,24.22,true,0.85,1.103,false,false,false,70.4074,-45.5919,0.0172,402.6,0.243,98.0,22.917,16.558,30.184,12.963,9.215,17.091,0.192,77.2,16.253,11.738,21.174,8.914,6.338,11.74,26.007,18.054,44.191,-1.0,1.26,-1.0,56.63,48.2,63.3,9.4,7.46,12.31,0.058,0.044,0.077,660.0,611.0,722.0,
1eRASS J044138.8-105746,70.412,-10.96305,9.61,70.4137,-10.95923,70.4137,-10.95923,14.941,0.15484,1.5E-4,cg_spec_z,0.16037,,,none,,,0,0.15484,,,,nan,18.39,1.98,18.36,1.97,1.04348,0.042,legacy_dr10_grz_z_v0.9,38.3968,0.04165,8.56633,false,true,23.8,true,0.808,1.064,false,false,false,70.4115,-10.9611,0.0183,153.1,0.269,41.2,24.23,16.797,33.282,18.83,13.12,26.457,0.227,34.8,18.948,13.244,26.364,13.046,9.12,18.698,34.339,22.695,53.987,1.25,0.84,5.91,61.34,35.54,83.95,10.82,7.81,13.99,0.056,0.031,0.087,689.0,618.0,750.0,
1eRASS J044153.3+095404,70.4723,9.90138,4.45,70.4722,9.90075,70.6102,9.9603,14.286,0.11092,0.00639,photo_z,0.11092,,,none,,,0,,,,,nan,27.89,2.46,27.91,2.46,1.05782,0.056,legacy_dr10_grz_z_v0.9,40.0737,0.11776,10.89132,false,true,21.24,true,0.629,0.84,false,false,false,70.471,9.9008,0.0,127.4,0.855,108.9,80.579,67.993,101.936,35.939,29.893,46.024,0.752,95.8,66.134,55.685,83.328,24.727,20.613,31.552,81.342,62.241,156.24,-1.0,1.77,-1.0,110.64,93.84,126.71,19.46,16.81,22.94,0.056,0.045,0.069,850.0,810.0,898.0,
1eRASS J044203.3+082223,70.5141,8.37321,17.44,70.5254,8.35455,70.5254,8.35455,15.335,0.14787,0.00445,photo_z,0.14787,,,none,,,0,,,,,nan,42.02,3.45,41.89,3.45,1.09672,0.09,legacy_dr10_grz_z_v0.9,86.0169,0.11513,12.64121,false,true,21.72,true,0.507,0.677,false,false,false,70.5204,8.3744,0.0,127.5,0.724,92.4,70.032,60.843,80.683,56.623,49.437,65.699,0.635,81.0,56.521,49.334,65.209,39.147,34.236,45.363,178.274,119.453,268.338,-1.0,3.46,-1.0,211.6,184.42,237.0,25.13,22.42,28.0,0.084,0.071,0.099,914.0,880.0,948.0,
1eRASS J044249.2-444312,70.7054,-44.72023,7.7,70.7072,-44.71574,70.7072,-44.71574,15.477,0.1585,0.00433,photo_z,0.1585,,,none,,,0,,,,,nan,22.06,1.84,22.26,1.8,1.02038,0.022,legacy_dr10_grz_z_v0.9,36.6973,0.00884,11.9016,false,true,24.26,true,0.861,1.115,false,false,false,70.7052,-44.7205,0.0086,261.0,0.265,69.3,25.21,20.275,30.63,17.113,13.714,20.965,0.209,54.6,17.913,14.421,21.791,11.791,9.471,14.363,36.223,27.139,62.53,-1.0,1.37,-1.0,61.48,47.62,73.14,10.8,9.31,12.95,0.055,0.041,0.071,687.0,654.0,731.0,
1eRASS J044340.0+021537,70.9167,2.26031,8.8,70.9176,2.26351,70.9176,2.26351,16.042,0.19402,0.00498,photo_z,0.19402,,,none,,,0,,,,,nan,33.26,2.81,33.18,2.75,1.04443,0.043,legacy_dr10_grz_z_v0.9,39.7717,0.11131,7.70262,false,true,22.51,true,0.657,0.882,false,false,false,70.9146,2.2592,0.0104,134.1,0.266,35.7,25.055,18.503,35.182,37.576,27.253,53.966,0.233,31.2,20.432,15.012,28.833,25.864,18.786,37.035,97.737,61.377,163.477,-1.0,2.01,-1.0,87.32,43.66,119.9,15.68,11.54,21.64,0.053,0.027,0.086,769.0,694.0,856.0,
1eRASS J044353.0-211702,70.9709,-21.28404,19.14,70.9595,-21.29199,70.9595,-21.29199,15.283,0.17774,0.00436,photo_z,0.17774,,,none,,,0,,,,,nan,28.01,2.05,30.1,2.2,1.04332,0.038,legacy_dr10_grz_z_v0.9,62.3304,0.02481,4.24382,false,true,24.17,true,0.844,1.097,false,false,false,70.9675,-21.282,0.0762,177.3,0.151,26.8,14.351,7.641,21.267,13.13,7.093,19.866,0.124,22.0,10.708,5.696,15.882,9.152,4.925,13.719,36.688,17.331,64.904,-1.0,2.46,-1.0,52.44,32.63,63.63,7.9,5.31,11.89,0.059,0.034,0.095,615.0,539.0,705.0,
1eRASS J044433.6+082539,71.1402,8.42765,23.83,71.15,8.43188,71.15,8.43188,14.856,0.11853,0.00582,photo_z,0.11853,,,none,,,0,,,,,nan,26.55,2.49,26.75,2.48,1.0808,0.074,legacy_dr10_grz_z_v0.9,44.7879,0.11072,6.42619,false,true,22.5,true,0.573,0.759,false,false,false,71.1423,8.4257,0.0164,127.5,0.264,33.7,23.39,14.584,35.135,11.479,7.495,16.335,0.238,30.3,19.806,12.714,28.963,8.104,5.41,11.342,19.725,11.411,39.44,-1.0,0.71,-1.0,41.43,20.12,57.24,7.84,6.23,10.33,0.05,0.025,0.077,627.0,580.0,687.0,
