NAME,RA_CLUSTER,DEC_CLUSTER,RADEC_ERR,RA_OPTICAL,DEC_OPTICAL,RA_BCG,DEC_BCG,REFMAG_BCG,BEST_Z,BEST_Z_ERR,BEST_Z_TYPE,Z_LAMBDA,LIT_Z,LIT_Z_ERR,LIT_Z_SRC,SPEC_Z_BOOT,SPEC_Z_BOOT_ERR,N_MEMBERS,BCG_SPEC_Z,VDISP_BOOT,VDISP_BOOT_ERR,VDISP_BOOT_FLAG,VDISP_TYPE,LAMBDA_NORM,LAMBDA_NORM_ERR,LAMBDA_OPT_NORM,LAMBDA_OPT_NORM_ERR,SCALEVAL,MASKFRAC,RUN,LMAX,NHI,EXT_LIKE,SHARED_MEMBERS,IN_FOOTPRINT,LIMMAG_G,IN_ZVLIM,ZVLIM_02,ZVLIM_04,GAIA_10MAG_30_ARCSEC,NGC_30_ARCSEC,HECATE_30_ARCSEC,RA_XFIT,DEC_XFIT,PCONT,EXP,CR500,CTS500,F500,F500_L,F500_H,L500,L500_L,L500_H,CR500_0520,CTS500_0520,F500_0520,F500_L_0520,F500_H_0520,L500_0520,L500_L_0520,L500_H_0520,Lbol500,Lbol500_L,Lbol500_H,KT,KT_L,KT_H,MGAS500,MGAS500_L,MGAS500_H,M500,M500_L,M500_H,FGAS500,FGAS500_L,FGAS500_H,R500,R500_L,R500_H,MATCH_NAME
1eRASS J044524.8+082802,71.3536,8.46729,11.73,71.3564,8.46715,71.3564,8.46715,13.772,0.08474,0.00902,photo_z,0.08474,,,none,,,0,,,,,nan,18.33,2.51,18.22,2.5,1.08586,0.075,legacy_dr10_grz_z_v0.9,26.7393,0.10828,9.41836,false,true,22.37,true,0.638,0.854,false,false,false,71.3549,8.465,0.0196,127.5,0.316,40.3,28.65,20.578,38.427,7.456,5.304,10.138,0.281,35.8,23.965,17.231,32.588,5.184,3.668,7.019,13.583,9.391,21.76,1.32,1.0,6.77,28.55,18.1,37.03,5.92,4.62,7.51,0.046,0.028,0.066,577.0,531.0,625.0,
1eRASS J044552.0+020012,71.467,2.00349,20.05,71.4709,1.99701,71.5212,1.97126,15.074,0.15432,0.00411,photo_z,0.15432,0.1479,,ABELL,,,0,,,,,nan,56.45,3.43,55.75,3.34,1.05034,0.049,legacy_dr10_grz_z_v0.9,93.6486,0.10524,9.98628,false,true,21.79,true,0.578,0.767,false,false,false,71.4719,1.9989,0.0019,134.0,0.435,58.3,40.508,32.594,50.043,35.639,27.732,43.899,0.382,51.2,33.167,26.321,40.75,24.57,19.195,30.107,78.975,58.295,128.956,-1.0,1.48,-1.0,135.84,113.54,153.41,17.66,13.56,21.32,0.076,0.059,0.102,811.0,743.0,864.0,ABELL_A508
1eRASS J044555.6+052040,71.4819,5.3447,4.41,71.4248,5.36087,71.4248,5.36087,14.581,0.11683,0.00615,photo_z,0.11683,,,none,,,0,,,,,nan,14.25,1.97,16.05,1.86,1.02973,0.028,legacy_dr10_grz_z_v0.9,19.9978,0.09678,11.09336,false,true,22.2,true,0.648,0.869,false,false,false,71.4805,5.3438,0.0014,130.0,0.649,84.4,54.001,40.3,72.228,28.589,21.4,38.037,0.585,76.1,46.944,34.884,62.393,20.625,15.412,27.426,42.0,31.324,57.233,1.28,0.91,1.47,80.69,62.03,96.19,16.26,13.2,20.35,0.048,0.035,0.065,799.0,746.0,861.0,
1eRASS J044559.2-084433,71.497,-8.74269,6.23,71.4958,-8.7438,71.4958,-8.7438,14.909,0.1386,4.0E-4,cg_spec_z,0.13727,,,none,,,0,0.1386,,,,nan,21.97,2.49,22.09,2.48,1.08611,0.079,legacy_dr10_grz_z_v0.9,34.8911,0.05215,10.98491,false,true,23.22,true,0.634,0.847,false,false,false,71.495,-8.7429,0.004,141.3,0.5,70.6,45.667,37.899,55.269,28.731,23.684,34.962,0.424,59.8,36.091,29.945,43.489,19.722,16.273,23.882,55.064,43.166,75.652,1.98,1.43,4.94,86.59,60.96,105.63,15.0,12.41,17.62,0.057,0.04,0.076,772.0,725.0,815.0,
1eRASS J044609.2-572735,71.5388,-57.45984,8.64,71.5377,-57.46182,71.5377,-57.46182,16.089,0.19043,0.00498,photo_z,0.19043,,,none,,,0,,,,,nan,12.24,1.26,12.12,1.27,1.02498,0.025,legacy_dr10_grz_z_v0.9,23.5856,0.00937,29.03288,false,true,24.21,true,0.86,1.114,false,false,false,71.5386,-57.4617,0.003,747.1,0.224,167.0,21.19,18.314,24.511,21.748,18.646,25.254,0.177,132.0,15.084,13.052,17.452,14.908,12.831,17.35,47.289,36.29,79.086,2.81,1.8,11.07,91.13,81.91,101.32,14.21,12.39,15.98,0.066,0.056,0.078,745.0,712.0,775.0,
1eRASS J044619.3-210202,71.5807,-21.03389,10.9,71.588,-21.03756,71.588,-21.03756,15.218,0.1736,0.00421,photo_z,0.1736,,,none,,,0,,,,,nan,37.01,2.27,37.52,2.28,1.01656,0.016,legacy_dr10_grz_z_v0.9,77.121,0.03629,23.78493,false,true,24.24,true,1.075,1.302,false,false,false,71.5829,-21.037,0.0,172.8,0.77,133.1,73.135,63.232,84.449,65.143,56.765,76.231,0.638,110.2,55.594,48.142,64.259,44.942,39.34,52.581,175.97,123.91,296.662,-1.0,2.24,-1.0,221.64,193.87,245.32,29.66,26.54,33.35,0.075,0.063,0.086,958.0,923.0,996.0,
1eRASS J044637.3-042106,71.6555,-4.35181,17.64,71.6566,-4.35088,71.6566,-4.35088,14.814,0.18302,0.00463,photo_z,0.18302,0.177,,MCXC,,,0,,,,,nan,19.04,2.26,19.01,2.26,1.06881,0.061,legacy_dr10_grz_z_v0.9,29.3462,0.0319,50.54366,false,true,23.42,true,0.672,0.904,false,false,false,71.655,-4.3499,6.0E-4,140.7,0.889,125.1,82.63,72.601,92.964,82.521,71.674,93.766,0.731,102.8,62.568,54.893,70.292,56.59,49.333,64.077,174.582,142.282,234.878,2.74,2.09,5.99,227.59,191.79,257.99,34.07,30.63,38.52,0.065,0.053,0.078,1000.0,965.0,1042.0,MCXC_J0446.6-0421
1eRASS J044647.8-252639,71.6994,-25.44418,12.0,71.6978,-25.44718,71.6788,-25.60888,14.794,0.11483,4.0E-4,cg_spec_z,0.10615,,,none,,,0,0.08304,,,,nan,39.0,2.62,39.13,2.61,1.03641,0.038,legacy_dr10_grz_z_v0.9,59.3566,0.017,8.71673,false,true,24.16,true,0.847,1.099,false,false,false,71.6952,-25.4476,0.0032,193.2,0.51,98.4,44.263,36.785,52.971,16.716,13.933,20.044,0.419,80.9,33.777,28.086,40.603,11.902,9.948,14.306,25.317,20.815,31.115,1.25,1.02,1.53,73.01,63.46,83.36,12.45,10.83,14.11,0.059,0.048,0.072,732.0,698.0,763.0,
1eRASS J044804.7-590335,72.0199,-59.05994,7.55,72.022,-59.05885,72.022,-59.05885,15.231,0.09601,0.00927,photo_z,0.09601,,,none,,,0,,,,,nan,10.58,1.77,10.59,1.76,1.06463,0.063,legacy_dr10_grz_z_v0.9,16.9879,0.01541,8.68527,false,true,23.95,true,0.672,0.904,false,false,false,72.0241,-59.0573,0.0146,808.4,0.197,159.5,17.49,13.002,22.052,4.421,3.344,5.597,0.163,132.1,13.148,10.075,16.566,3.148,2.431,3.948,6.871,4.927,8.978,-1.0,0.88,-1.0,23.63,19.27,27.76,5.17,4.37,6.37,0.044,0.033,0.057,549.0,519.0,589.0,
1eRASS J044924.3-575137,72.3513,-57.86045,12.27,72.3499,-57.85561,72.5099,-57.87424,15.502,0.10016,0.00795,photo_z,0.10016,,,none,,,0,,,,,nan,13.55,1.54,13.57,1.54,1.06629,0.061,legacy_dr10_grz_z_v0.9,28.3754,0.01586,15.13921,false,true,23.28,true,0.807,1.063,false,false,false,72.3508,-57.8602,0.0221,776.7,0.068,52.7,6.351,5.244,7.745,2.023,1.655,2.48,0.055,42.6,4.671,3.86,5.706,1.402,1.147,1.721,4.334,2.988,7.744,-1.0,1.09,-1.0,5.09,3.23,7.27,2.28,1.88,2.82,0.022,0.013,0.032,418.0,392.0,448.0,
1eRASS J044956.2-444019,72.4844,-44.67202,5.89,72.4853,-44.67334,72.4853,-44.67334,14.432,0.15158,0.00434,photo_z,0.15158,0.149,,XCLASS,,,0,,,,,nan,57.52,3.98,57.56,3.99,1.09047,0.086,legacy_dr10_grz_z_v0.9,71.7187,0.00925,238.03581,false,true,24.17,true,0.834,1.088,false,false,false,72.4856,-44.6737,0.0,260.1,3.246,844.4,307.409,291.988,323.603,193.085,182.977,203.962,2.551,663.6,217.891,207.104,229.152,132.113,125.42,139.314,373.569,342.413,416.218,3.0,2.56,4.57,461.94,440.47,481.23,52.77,48.59,56.37,0.088,0.081,0.096,1170.0,1138.0,1196.0,"ACTDR5_ACT-CL J0449.9-4440,MARDY3_MARDJ044955.1-444044,MCXC_J0449.9-4440,PSZ2_PSZ2 G249.91-39.86,XCLASS_22639"
1eRASS J045034.7-295649,72.6448,-29.94704,8.47,72.642,-29.94757,72.642,-29.94757,13.707,0.10732,4.0E-4,cg_spec_z,0.11213,,,none,,,0,0.10732,,,,nan,18.26,2.0,18.31,2.01,1.09333,0.083,legacy_dr10_grz_z_v0.9,38.6361,0.01802,15.41397,false,true,24.37,true,0.825,1.08,false,false,false,72.6429,-29.947,0.0317,212.0,0.275,58.3,25.527,18.229,32.419,8.081,5.803,10.213,0.221,46.8,18.786,13.477,23.828,5.558,4.008,7.039,16.379,11.687,26.639,-1.0,1.28,-1.0,37.58,28.47,44.14,7.0,5.32,8.62,0.052,0.038,0.073,605.0,553.0,649.0,
1eRASS J045040.4-180113,72.6684,-18.02054,9.82,72.6639,-18.04103,72.6639,-18.04103,14.78,0.09534,0.00875,photo_z,0.09534,,,none,,,0,,,,,nan,11.9,1.77,12.65,1.92,1.06622,0.064,legacy_dr10_grz_z_v0.9,20.6369,0.03142,15.33254,false,true,22.75,true,0.537,0.715,false,false,false,72.669,-18.022,0.0365,148.6,0.371,55.2,33.88,25.756,42.487,8.918,6.694,11.275,0.308,45.8,25.975,19.649,32.9,6.182,4.64,7.841,16.921,12.301,28.725,1.2,0.98,4.81,35.11,21.33,44.16,7.61,5.82,9.28,0.045,0.029,0.064,625.0,571.0,668.0,
1eRASS J045042.5-204517,72.6772,-20.75499,24.56,72.6621,-20.75724,72.6783,-20.75093,12.842,0.0509,0.0134,photo_z,0.0509,0.06425,,MARDY3,0.06602,0.0026,8,0.06548,1169.85,751.65,0.3,gapper,22.6,2.45,23.1,2.48,1.05668,0.055,legacy_dr10_grz_z_v0.9,29.5581,0.04027,18.44324,false,true,23.8,true,1.078,1.307,false,false,false,72.6731,-20.7535,2.0E-4,157.7,1.212,191.2,110.877,92.019,143.681,8.208,6.772,10.749,1.015,160.1,86.442,71.435,112.507,5.644,4.661,7.37,15.662,12.058,25.167,-1.0,1.32,-1.0,43.83,37.83,49.44,8.12,7.09,9.83,0.052,0.042,0.063,648.0,619.0,690.0,"MARDY3_MARDJ045040.6-204649,RXGCC_183"
1eRASS J045044.7-200248,72.6865,-20.04692,16.24,72.6749,-20.05246,72.6749,-20.05246,14.268,0.08676,1.5E-4,cg_spec_z,0.08293,0.08243,,MARDY3,,,0,0.08676,,,,nan,20.87,2.33,21.3,2.33,1.10254,0.094,legacy_dr10_grz_z_v0.9,46.4772,0.03638,5.26529,false,true,24.13,true,1.134,1.377,false,false,false,72.6765,-20.0535,0.031,151.5,0.296,44.9,26.566,17.483,38.373,5.887,3.847,8.329,0.249,37.7,20.946,13.745,29.759,4.125,2.71,5.853,12.62,6.89,25.042,-1.0,0.9,-1.0,30.08,20.24,37.15,5.85,4.29,7.79,0.049,0.031,0.073,574.0,518.0,632.0,MARDY3_MARDJ045044.0-200139
1eRASS J045136.3-555715,72.9013,-55.95425,2.5,72.9116,-55.95729,72.8133,-56.03578,15.179,0.0974,0.00819,photo_z,0.0974,0.094,,MCXC,,,0,,,,,nan,12.57,1.48,12.54,1.46,1.03377,0.034,legacy_dr10_grz_z_v0.9,22.7378,0.01009,79.47324,false,true,24.53,true,0.927,1.169,false,false,false,72.9001,-55.9551,1.0E-4,673.5,0.485,326.4,41.395,36.48,47.116,10.65,9.396,12.099,0.403,271.6,31.673,27.97,36.108,7.812,6.916,8.893,15.456,13.605,17.602,1.08,1.0,1.17,30.6,19.7,38.14,10.59,9.45,11.74,0.028,0.019,0.037,697.0,671.0,722.0,MCXC_J0451.5-5557
1eRASS J045158.1-521605,72.9923,-52.2682,5.05,72.9955,-52.27016,72.9955,-52.27016,14.837,0.13514,1.5E-4,cg_spec_z,0.14018,0.14204,,MARDY3,,,0,0.13514,,,,nan,11.19,1.52,11.16,1.56,1.06368,0.057,legacy_dr10_grz_z_v0.9,24.0525,0.00743,72.97348,false,true,25.22,true,0.637,0.852,false,false,false,72.9946,-52.2688,6.0E-4,517.0,0.595,307.4,53.042,48.073,57.902,26.884,24.317,29.199,0.474,245.0,38.368,34.819,41.74,18.865,17.133,20.458,40.731,36.664,45.246,1.25,1.18,1.5,92.98,83.37,103.55,18.27,16.69,19.61,0.051,0.045,0.059,826.0,801.0,846.0,MARDY3_MARDJ045207.8-521724
1eRASS J045343.0+043840,73.4296,4.6447,25.72,73.4153,4.64674,73.4153,4.64674,15.46,0.11848,0.00616,photo_z,0.11848,,,none,,,0,,,,,nan,14.88,1.99,15.06,2.0,1.0868,0.079,legacy_dr10_grz_z_v0.9,23.8006,0.06911,4.03052,false,true,22.81,true,0.675,0.909,false,false,false,73.4255,4.6433,0.0216,129.1,0.368,47.4,34.824,25.257,46.788,15.654,11.461,21.608,0.315,40.6,27.592,20.096,37.396,10.799,7.905,14.865,40.052,24.817,70.738,-1.0,1.53,-1.0,71.4,58.64,82.36,10.0,6.81,13.52,0.07,0.049,0.11,679.0,598.0,751.0,
1eRASS J045347.8+004051,73.4492,0.68093,,73.4569,0.67887,73.4569,0.67887,14.362,0.15148,0.00414,photo_z,0.15148,,,none,,,0,,,,,nan,44.67,2.82,44.17,2.84,1.03427,0.035,legacy_dr10_grz_z_v0.9,78.1099,0.07202,19.2629,false,true,22.38,true,0.72,0.969,false,false,false,73.4519,0.6766,0.0,134.6,0.775,104.3,73.444,63.797,84.009,56.046,48.549,63.766,0.664,89.4,58.175,50.583,66.515,38.549,33.502,43.977,145.551,108.628,241.197,-1.0,2.76,-1.0,187.8,165.21,208.61,24.65,22.11,28.1,0.075,0.064,0.088,908.0,875.0,948.0,
1eRASS J045428.0+062741,73.617,6.46162,20.12,73.6161,6.45717,73.6161,6.45717,14.44,0.09122,0.00812,photo_z,0.09122,,,none,,,0,,,,,nan,24.95,2.85,25.07,2.85,1.09513,0.088,legacy_dr10_grz_z_v0.9,27.3214,0.07951,7.45848,false,true,22.1,true,0.578,0.767,false,false,false,73.6167,6.4575,0.0024,125.6,0.581,72.9,55.074,41.682,67.34,14.673,11.084,18.146,0.5,62.8,44.019,33.357,53.668,10.128,7.646,12.57,41.67,26.892,69.852,-1.0,2.44,-1.0,68.07,54.66,78.65,10.51,8.69,13.28,0.063,0.047,0.083,697.0,654.0,754.0,
1eRASS J045444.8-204220,73.6868,-20.70583,5.71,73.6519,-20.77813,73.8489,-20.5711,12.085,0.05706,0.01284,spec_z_boot,0.05485,0.06251,,MARDY3,0.05706,0.01284,5,0.03536,1496.45,1254.14,0.52,gapper,29.72,3.0,24.12,2.78,1.05791,0.053,legacy_dr10_grz_z_v0.9,28.9442,0.03093,13.86678,false,true,23.76,true,0.651,0.874,false,false,false,73.6871,-20.7064,0.0456,171.6,0.275,47.2,22.227,17.207,28.537,2.095,1.622,2.69,0.241,41.4,18.512,14.372,23.573,1.568,1.211,2.018,2.948,2.294,3.898,0.89,0.68,1.06,1.2,0.53,3.87,2.84,2.28,3.65,0.004,0.002,0.013,456.0,424.0,495.0,MARDY3_MARDJ045445.7-204232
1eRASS J045523.6-203413,73.8485,-20.57054,4.56,73.6344,-20.55336,73.8489,-20.5711,12.085,0.06157,2.3E-4,cg_spec_z,0.04303,,,none,0.0463,0.01377,12,0.03536,1670.61,1268.54,0.48,gapper,29.51,3.25,30.09,3.53,1.09928,0.091,legacy_dr10_grz_z_v0.9,24.9761,0.0307,21.69513,false,true,23.82,true,0.804,1.06,false,true,true,73.8473,-20.5725,3.0E-4,174.3,0.965,168.2,86.461,69.808,108.668,9.277,7.561,11.629,0.801,139.5,66.754,54.326,83.931,6.411,5.217,8.087,15.045,11.778,19.289,1.42,1.21,2.8,39.45,31.43,45.38,9.16,7.85,10.59,0.042,0.033,0.052,672.0,638.0,706.0,
1eRASS J045633.2-514132,74.1384,-51.69242,10.24,74.1376,-51.69032,74.1376,-51.69032,15.075,0.14818,0.00434,photo_z,0.14818,,,none,,,0,,,,,nan,24.76,2.54,24.79,2.54,1.09322,0.083,legacy_dr10_grz_z_v0.9,31.3761,0.00955,12.54829,false,true,23.86,true,0.762,1.019,false,false,false,74.1355,-51.6954,0.0055,474.3,0.247,117.0,22.934,18.903,28.482,13.54,11.037,16.729,0.195,92.4,16.369,13.422,20.254,9.332,7.605,11.485,24.608,19.373,38.581,-1.0,1.32,-1.0,61.39,53.65,68.81,10.31,8.48,12.72,0.058,0.046,0.074,679.0,637.0,729.0,
1eRASS J045717.7-172715,74.324,-17.45433,6.8,74.3319,-17.4766,74.1239,-17.66815,12.338,0.05673,0.00199,spec_z_boot,0.05576,,,none,0.05673,0.00199,10,0.0305,1052.86,854.57,0.34,gapper,18.89,2.39,18.89,2.57,1.07369,0.066,legacy_dr10_grz_z_v0.9,37.9372,0.05414,5.49789,false,true,23.75,true,0.692,0.934,false,false,false,74.3231,-17.4546,2.0E-4,161.6,0.875,141.4,80.365,56.011,108.454,7.775,5.449,10.398,0.748,120.9,64.123,44.329,86.503,5.358,3.745,7.264,15.664,10.2,29.433,1.58,1.16,21.42,39.33,34.08,44.3,7.65,6.45,9.33,0.05,0.04,0.062,634.0,599.0,677.0,
1eRASS J045751.3-194225,74.4641,-19.70695,8.1,74.4624,-19.70782,74.4624,-19.70782,14.561,0.0632,0.01313,photo_z,0.0632,,,none,0.06757,0.00894,4,,1949.44,1940.81,0.45,gapper,11.13,1.99,11.11,1.98,1.07684,0.07,legacy_dr10_grz_z_v0.9,21.2271,0.03218,7.82237,false,true,24.09,true,0.835,1.089,false,false,false,74.463,-19.7075,0.0357,166.5,0.411,68.5,38.73,28.013,52.56,4.253,3.097,5.753,0.339,56.5,29.445,21.317,39.859,2.924,2.135,3.965,10.229,6.355,18.09,-1.0,1.57,-1.0,17.8,9.62,25.81,4.82,3.61,6.26,0.036,0.019,0.058,542.0,493.0,592.0,
1eRASS J045806.2-470049,74.5262,-47.0137,20.96,74.5293,-47.01642,74.5293,-47.01642,13.473,0.0738,4.0E-4,cg_spec_z,0.08184,,,none,,,0,0.0738,,,,nan,13.81,2.06,13.76,2.05,1.10214,0.098,legacy_dr10_grz_z_v0.9,28.6813,0.0199,29.18818,false,true,24.41,true,0.848,1.101,false,false,false,74.5258,-47.0173,9.0E-4,291.1,1.38,401.8,125.92,114.941,137.216,18.664,17.093,20.388,1.122,326.6,93.522,85.779,102.169,12.795,11.748,13.971,30.134,27.401,33.299,1.62,1.38,2.12,87.42,81.02,93.21,15.1,13.9,16.45,0.058,0.052,0.064,791.0,769.0,814.0,
1eRASS J045812.2-300545,74.5512,-30.0961,22.23,74.5418,-30.09579,74.5418,-30.09579,13.791,0.10368,1.5E-4,cg_spec_z,0.09768,0.09227,,MARDY3,,,0,0.10368,,,,nan,32.88,2.87,32.6,2.86,1.07512,0.07,legacy_dr10_grz_z_v0.9,48.462,0.00999,7.76443,false,true,23.72,true,0.643,0.862,false,false,false,74.5598,-30.1064,4.0E-4,188.7,0.878,165.7,82.628,72.052,93.38,23.26,20.178,26.386,0.695,131.1,59.18,51.526,66.862,15.975,13.853,18.085,44.511,36.847,64.122,1.92,1.45,4.73,109.4,97.33,119.32,16.07,14.33,17.79,0.068,0.059,0.079,800.0,770.0,827.0,"MARDY3_MARDJ045814.2-300517,RXGCC_187"
1eRASS J045820.4+054240,74.5851,5.7112,27.57,74.585,5.70785,74.6017,5.78298,15.862,0.16595,0.0047,photo_z,0.16595,,,none,,,0,,,,,nan,19.12,2.07,18.92,2.08,1.04483,0.044,legacy_dr10_grz_z_v0.9,35.7319,0.08471,4.24173,false,true,22.64,true,0.651,0.873,false,false,false,74.5844,5.7089,0.0729,125.7,0.154,19.4,12.357,7.403,19.682,14.734,8.728,25.016,0.137,17.3,10.739,6.409,16.72,10.703,6.339,17.674,22.642,13.132,40.551,0.68,0.4,1.27,21.63,1.49,50.82,8.05,5.44,12.5,0.029,0.009,0.068,622.0,546.0,720.0,
1eRASS J045824.6-574259,74.6026,-57.71658,4.27,74.6022,-57.7192,74.6022,-57.7192,16.394,0.1862,0.00444,photo_z,0.1862,0.19,0.01547,SPT2500D,,,0,,,,,nan,35.93,2.25,35.87,2.24,1.02809,0.025,legacy_dr10_grz_z_v0.9,70.5592,0.01521,109.97493,false,true,24.36,true,0.827,1.081,false,false,false,74.601,-57.7175,0.0,797.0,0.538,428.8,50.488,46.799,54.18,50.183,45.958,54.2,0.427,340.7,36.452,33.798,39.128,34.315,31.619,37.01,96.675,85.093,118.696,2.57,2.16,4.45,159.71,147.92,171.84,24.22,22.13,26.46,0.066,0.059,0.073,891.0,865.0,918.0,SPT2500D_SPT-CLJ0458-5741
1eRASS J045936.3+055938,74.9016,5.99407,22.13,74.8977,5.99438,74.8977,5.99438,15.049,0.16886,0.0043,photo_z,0.16886,,,none,,,0,,,,,nan,43.86,2.65,44.03,2.66,1.04548,0.046,legacy_dr10_grz_z_v0.9,101.5982,0.08915,8.1847,false,true,22.11,true,0.596,0.792,false,false,false,74.9016,5.9963,0.0012,124.5,0.509,63.4,47.466,38.878,57.005,48.532,38.903,59.569,0.444,55.3,38.297,31.454,46.353,33.329,26.805,40.749,103.592,80.234,154.104,4.31,1.61,7.79,160.34,126.57,186.49,21.29,17.7,26.49,0.074,0.055,0.097,859.0,808.0,924.0,
1eRASS J045955.4-243955,74.981,-24.66536,11.21,74.9892,-24.69978,74.9892,-24.69978,14.998,0.1914,4.0E-4,cg_spec_z,0.18876,0.19324,,MARDY3,,,0,0.1914,,,,nan,78.0,4.58,72.04,4.43,1.10442,0.094,legacy_dr10_grz_z_v0.9,128.6697,0.02684,9.93001,false,true,24.18,true,0.85,1.103,false,false,false,74.98,-24.6627,0.0034,182.2,0.352,64.1,32.835,22.272,42.42,36.474,24.459,46.831,0.287,52.3,24.577,16.661,31.738,25.162,16.887,32.18,88.743,53.939,161.217,-1.0,1.75,-1.0,126.21,91.66,151.88,17.56,12.98,21.48,0.071,0.051,0.104,799.0,723.0,855.0,MARDY3_MARDJ045958.5-244011
1eRASS J045956.4-864217,74.9852,-86.70481,7.63,75.1677,-86.73253,75.1677,-86.73253,16.292,0.17562,0.00435,photo_z,0.17562,,,none,,,0,,,,,nan,24.7,3.35,24.29,3.36,1.08487,0.083,legacy_dr10_grz_z_v0.9,17.5171,0.08654,3.5364,true,true,23.4,true,0.583,0.774,false,false,false,74.9461,-86.7053,0.0521,223.4,0.049,10.8,4.625,2.428,8.377,4.983,2.577,9.061,0.042,9.4,3.704,1.932,6.697,3.448,1.793,6.27,16.338,7.823,37.571,-1.0,2.45,-1.0,3.4,0.38,13.04,3.7,2.5,5.48,0.01,0.003,0.038,478.0,420.0,545.0,
1eRASS J045957.5-244206,74.9896,-24.7018,11.1,74.9892,-24.69978,74.9892,-24.69978,14.998,0.1914,4.0E-4,cg_spec_z,0.18873,0.19376,,MARDY3,,,0,0.1914,,,,nan,68.85,3.77,69.23,3.77,1.06853,0.064,legacy_dr10_grz_z_v0.9,107.808,0.02676,35.64179,true,true,24.1,true,0.801,1.057,false,false,false,74.9916,-24.7015,0.0031,182.6,0.38,69.5,36.217,27.486,47.409,39.261,29.976,51.178,0.311,56.8,27.094,20.577,35.48,27.076,20.624,35.462,116.656,73.426,187.605,-1.0,2.88,-1.0,99.86,58.86,142.06,18.2,15.16,23.35,0.051,0.03,0.082,809.0,761.0,879.0,MARDY3_MARDJ045957.9-244238
1eRASS J050033.2-380459,75.1384,-38.08328,9.22,75.1452,-38.08287,75.1452,-38.08287,15.307,0.12836,0.00526,photo_z,0.12836,,,none,,,0,,,,,nan,15.41,1.54,15.38,1.52,1.04457,0.045,legacy_dr10_grz_z_v0.9,25.5834,0.01876,4.98588,false,true,24.29,true,1.022,1.25,false,false,false,75.1414,-38.0824,0.0105,256.6,0.302,77.5,28.684,22.102,35.824,12.965,9.931,15.996,0.244,62.6,21.108,16.233,26.388,8.944,6.857,11.09,40.025,23.221,64.077,-1.0,3.44,-1.0,55.33,42.3,65.38,9.29,7.88,11.97,0.056,0.04,0.074,661.0,626.0,719.0,
1eRASS J050045.4-011935,75.1894,-1.32649,5.6,75.192,-1.32596,75.192,-1.32596,15.468,0.17377,0.00474,photo_z,0.17377,,,none,,,0,,,,,nan,16.85,2.42,16.98,2.39,1.08746,0.083,legacy_dr10_grz_z_v0.9,24.1272,0.06763,9.04833,false,true,23.79,true,0.601,0.799,false,false,false,75.1897,-1.3282,0.0212,131.2,0.275,36.1,25.764,17.736,37.867,25.521,17.761,38.279,0.236,30.9,20.422,14.178,30.125,17.573,12.216,26.266,64.805,40.689,127.581,-1.0,2.11,-1.0,40.9,4.19,81.31,13.36,9.15,18.33,0.031,0.012,0.065,734.0,647.0,816.0,
1eRASS J050055.6-422631,75.2317,-42.44218,21.07,75.2355,-42.42982,75.2355,-42.42982,15.338,0.17528,0.00475,photo_z,0.17528,,,none,,,0,,,,,nan,14.25,1.7,14.25,1.73,1.05506,0.056,legacy_dr10_grz_z_v0.9,29.4595,0.0115,10.69134,false,true,24.41,true,0.909,1.156,false,false,false,75.2326,-42.441,0.0448,308.9,0.186,57.3,17.546,14.189,21.174,14.709,11.789,17.747,0.147,45.5,12.6,10.182,15.209,10.153,8.126,12.261,33.855,24.03,58.17,-1.0,1.67,-1.0,56.45,44.95,67.47,9.38,7.75,11.48,0.06,0.045,0.079,652.0,612.0,698.0,
1eRASS J050057.1-511630,75.2382,-51.27502,6.24,75.2369,-51.27529,75.2369,-51.27529,13.947,0.14412,1.5E-4,cg_spec_z,0.14652,0.11,0.02668,SPT2500D,,,0,0.14412,,,,nan,43.68,3.31,43.85,3.32,1.07534,0.074,legacy_dr10_grz_z_v0.9,78.9255,0.00916,157.09286,false,true,24.33,true,0.858,1.112,false,false,false,75.2363,-51.2757,0.0,357.3,1.849,660.7,173.266,162.603,183.488,98.558,92.267,104.499,1.45,518.2,122.419,114.815,129.488,67.184,63.015,71.254,172.191,156.981,189.246,2.13,1.74,3.45,282.71,268.02,298.1,36.68,34.08,39.64,0.077,0.07,0.084,1039.0,1014.0,1066.0,"ACTDR5_ACT-CL J0500.9-5116,MARDY3_MARDJ050054.9-511544,SPT2500D_SPT-CLJ0500-5116"
1eRASS J050103.1-360449,75.263,-36.08046,22.22,75.2594,-36.08206,75.2594,-36.08206,15.697,0.18914,0.00468,photo_z,0.18914,,,none,,,0,,,,,nan,21.74,2.11,21.86,2.08,1.03093,0.03,legacy_dr10_grz_z_v0.9,35.1952,0.01402,21.7722,false,true,24.34,true,0.901,1.151,false,false,false,75.2573,-36.0817,0.0028,241.6,0.48,116.0,45.83,39.885,52.571,42.782,37.216,49.821,0.384,92.7,33.136,28.904,38.034,29.485,25.656,34.18,112.442,78.886,190.391,-1.0,2.23,-1.0,154.96,134.35,174.01,22.74,20.63,26.15,0.067,0.056,0.079,872.0,844.0,913.0,
