name ra dec z
A1682 196.70831 46.55927 0.2259
WHYJ130651-233130 196.71300 -23.52491 0.2973
ZwCl1305.4+2941 196.95500 29.43000 0.2410
WHLJ130832+534217 197.13675 53.70474 0.3290
WHLJ130858+050237 197.24339 5.04350 0.2540
WHLJ130919-013721 197.32954 -1.62253 0.0829
ZwCl1307.6+3245 197.48167 32.37528 0.2900
WHLJ131056+215757 197.73479 21.96572 0.2755
MACS1311.0-0311 197.75792 -3.17667 0.4940
PSZ2G105.55+77.21 197.77126 39.23722 0.0568
XCLASS2006 197.84300 -5.78000 0.1720
A1689 197.87292 -1.33806 0.1832
RXJ1311.5-0551 197.87582 -5.85722 0.4610
WHYJ131131-341815 197.87846 -34.30419 0.0889
MCXCJ1311.7+2201 197.94250 22.02694 0.1716
WHLJ131213.6-005828 198.05661 -0.97449 0.0846
CL1312+3900 198.08159 39.01411 0.4035
RXCJ1313.1+4616 198.27667 46.28111 0.1830
RXCJ1314.4-2515 198.61667 -25.26139 0.2474
A1703 198.77182 51.81744 0.2794
SPTCLJ1315-2806 198.81100 -28.10910 1.3900
NGC5004 198.84988 -16.38553 0.0093
RXJ1317.4+2911 199.34042 29.18833 0.8050
WHLJ131916-005501 199.81917 -0.91694 0.1027
WHLJ131916-005499 199.81970 -0.99542 0.0824
XCSJ1319.6-1454 199.90459 -14.91239 0.1900
MOOJ1319+5519 199.90958 55.31861 0.9360
WHLJ131955+331854 199.97958 33.31500 0.2543
WHLJ131957-021857 199.98917 -2.31583 0.3432
GMBCGJ199.99-02.36 199.99004 -2.36347 0.5200
A1722 200.03500 70.07694 0.3275
NGC5098 200.06416 33.14167 0.0366
WHLJ132043+330914 200.18124 33.15389 0.2593
WHLJ132056+330532 200.23541 33.09222 0.4104
CIZAJ1321.2-4342 200.30321 -43.70493 0.0113
MACSJ1322.8+3138 200.70332 31.65472 0.3083
NGC5129 201.04170 13.97654 0.0230
WHLJ132419.7+041907 201.08197 4.31863 0.2615
RCSJ132423+3010.5 201.09875 30.17533 0.3980
WHLJ132435+053418 201.14815 5.57156 0.2282
CIZAJ1324.7-5736 201.17999 -57.61444 0.0190
CLJ1324+3011 201.21001 30.19050 0.5900
MCXCJ1325.0-3813 201.25708 -38.22639 0.2960
RXJ1325.2+6550 201.31207 65.84139 0.1800
A1735 201.51833 12.39048 0.2107
RBS1267 201.57167 12.50083 0.2040
A1736 201.72501 -27.18333 0.0458
RXCJ1327+0211 201.75421 2.20542 0.2581
WHLJ132703+012009 201.76564 1.33573 0.0800
A3558 201.98958 -31.50250 0.0480
NGC5171 202.33984 11.73512 0.0229
SDSSJ1329+2243 202.39375 22.72111 0.4207
WHLJ132946+114103 202.44545 11.68406 0.2037
A3558S 202.44904 -31.60724 0.0480
MCXCJ1329.9+5834 202.49249 58.56917 0.3020
RCS1330+3043 202.54456 30.72520 0.2903
WHLJ133029.5+490848 202.62276 49.14661 0.3353
A1750S 202.70792 -1.87278 0.0852
A1750N 202.80154 -1.71417 0.0837
SC1329-313 202.86667 -31.83055 0.0482
RXJ1331.5+1108 202.87582 11.13444 0.0850
MACSJ1331.5-1736 202.90791 -17.61194 9.9999
A3560 203.09418 -33.13944 0.0489
A1758 203.13374 50.51024 0.2790
WHLJ133233+502502 203.13750 50.41722 0.2571
A3562 203.40125 -31.66111 0.0490
A1757 203.42500 -23.28389 0.1259
A1759 203.49995 20.24415 0.1680
ZwCl1332.8+5043 203.58501 50.51806 0.6200
WHLJ133513+374857 203.80742 37.81564 0.5950
A1763 203.82584 40.99694 0.2230
MOOJ1335+3004 203.92375 30.07028 0.9800
SDSSJ1336-0331 203.99994 -3.52477 0.1770
A1767 204.03465 59.20645 0.0712
A1765 204.21967 10.42884 0.1930
RXCJ1337.4-4120 204.36749 -41.33361 0.0519
WHLJ133854+152220 204.72459 15.37212 0.5346
RXJ1340.6+4018 205.13667 40.29445 0.1719
WHLJ134138+001657 205.41103 0.28245 0.5064
A1775 205.47417 26.37194 0.0717
SPTCLJ1342-2442 205.50349 -24.70510 0.8100
RXJ1342.8+4028 205.70457 40.46972 0.6990
WHLJ134332.9+415503 205.88708 41.91750 0.4147
A3570 206.71875 -37.87444 0.0366
A3571 206.86833 -32.84972 0.0391
RXJ1347-1145 206.87750 -11.75278 0.4510
WHLJ134737.4+501109 206.90582 50.18583 0.2810
WHLJ134747+475214 206.94498 47.87074 0.1702
A1795 207.22083 26.59556 0.0625
CL1349+4918 207.25212 49.31119 0.1678
RXJ1349.3+2805 207.34583 28.09833 0.0748
RXCJ1350.3+0940 207.59209 9.66972 0.1325
RXCJ1350.7-3343 207.68292 -33.72139 0.1142
RXJ1350.0+6007 207.70209 60.11861 0.8040
NGC5328 208.22214 -28.48940 0.0158
A1809 208.27667 5.14974 0.0791
WHLJ135314+113521 208.30959 11.58917 0.3235
WHLJ135316+113014 208.31833 11.50389 0.2732
RXCJ1353.4-2753 208.37209 -27.88861 0.0468
WHLJ135359+334955 208.49583 33.83194 0.4700
CL1354-0221 208.57042 -2.36306 0.5460
ZwCl1351.8-0048 208.60001 -1.04417 0.1459
MACSJ1354.6+7715 208.65750 77.25972 0.3967
RXJ1356.0-3420 209.02251 -34.35305 0.2230
CL1357+6232 209.32001 62.54694 0.5628
RXCJ1358.9-4750 209.70000 -47.63333 0.0740
MACSJ1359.2-1929 209.79124 -19.48528 0.4470
A1831 209.81287 27.97625 0.0744
ZwCl1358+6245 209.96069 62.51819 0.3271
A1835 210.25958 2.88000 0.2532
A1837 210.40292 -11.12444 0.0700
A1836 210.41908 -11.60757 0.0363
DLSJ140150-113807 210.45863 -11.63550 0.1800
AS753 210.89958 -33.98778 0.0140
CODEX-25953 210.93042 38.46389 0.4787
WHLJ140615+283052 211.56792 28.51444 0.5460
WHLJ140654+283419 211.72626 28.57056 0.1160
WHLJ140707.0-001505 211.77916 -0.25139 0.4242
A3581 211.86708 -27.01528 0.0230
WHLJ140835+553225 212.14793 55.54010 0.0755
RXJ1409.4+2618 212.34958 26.30583 0.9400
WHLJ140936+540752 212.40125 54.13083 0.3580
RXJ1410+4145 212.51746 41.75580 0.0940
WHLJ141048+461557 212.70081 46.26602 0.1785
HSCJ1411+0025 212.77254 0.42724 1.0679
3C295 212.83542 52.20250 0.4545
HSCJ1411+0023 212.91824 0.38260 0.2585
WHYJ141154-401215 212.97620 -40.20425 0.2657
AS758 213.09299 -34.31759 0.0380
WHLJ141232+140041 213.13235 14.01141 0.1405
PSZ2G113.81+44.35 213.53355 71.28241 0.2250
WHLJ141424-002240 213.60025 -0.37764 0.1550
WHLJ141427+282831 213.61295 28.47516 0.1401
WHLJ141430+515616 213.62543 51.93787 0.2620
WHLJ141447+544704 213.69659 54.78440 0.6208
XCLASS263 213.74052 -0.34962 0.1560
A1882 213.78500 -0.49306 0.1303
RXJ1415.1+3611 213.79625 36.20111 1.0252
WHLJ141533+282349 213.88994 28.39712 0.2239
WHLJ141555+230747 213.97958 23.12972 0.4386
WHLJ141623.8+444528 214.09911 44.75780 0.3859
RXJ1416.4+2315 214.11406 23.25626 0.1373
MCXCJ1416.4+4446 214.11958 44.77806 0.3859
WHLJ141754.2+432317 214.47585 43.38805 0.1216
WHLJ141830+251053 214.62791 25.18139 0.2927
RCS1419+5326 214.80042 53.43639 0.6200
RXJ1419.3+0638 214.84688 6.64413 0.5740
WHLJ141935+064741 214.89931 6.79469 0.1189
MCXCJ1419.8+0634 214.96864 6.57129 0.5641
WHLJ142000+063447 215.00082 6.57972 0.5139
LCDCS0954 215.12375 -11.56778 0.6700
PSZ2G073.31+67.52 215.16833 39.91944 0.5443
RBS1380 215.39792 49.55194 0.0716
A1904 215.53278 48.55620 0.0708
A1902 215.42250 37.29583 0.1600
WHYJ142229+494132 215.62132 49.69226 0.1901
RXCJ1423.1+2615 215.79208 26.25556 0.0375
MACS1423.8+2404 215.94833 24.07778 0.5431
GMBCGJ215.98+04.34 215.98479 4.34263 0.3923
GMBCGJ216.2+22.9 216.15416 22.93750 0.3387
HSCJ142449-005322 216.20419 -0.88934 0.7945
A1918 216.28979 63.15856 0.1400
WHLJ142552+380231 216.46750 38.04194 0.4776
A1914 216.50667 37.82722 0.1712
RMJ142608+511414 216.53558 51.23732 0.4648
WHLJ142624-012700 216.60001 -1.45000 0.4529
IDCSJ1426.5+3508 216.62500 35.13334 1.7500
PSZ2G092.69+59.92 216.63487 51.25223 0.8255
MACSJ1427.3+4407 216.81750 44.12528 0.4870
MACSJ1427.7-2521 216.91417 -25.35056 0.3180
MCXCJ1427.9+2630 216.99249 26.50639 0.0324
NGC5629 217.06822 25.84877 0.0150
A1925 217.11708 56.88278 0.1051
MCXCJ1429.0+4241 217.27667 42.68611 0.9200
A1926S 217.61041 24.60250 0.1338
A1926N 217.62708 24.67889 0.1373
A1927 217.77638 25.63066 0.0961
WHLJ143150+133205 217.95869 13.53471 0.1648
A1930 218.15810 31.64695 0.1318
WHLJ143453.6+484026 218.72321 48.67378 0.4321
A3605N 218.75250 -28.36556 0.0644
A3605S 218.76823 -28.42664 0.0689
WHLJ143531.9+484538 218.88295 48.76051 0.5665
A1942 219.59111 3.67035 0.2300
GMBCGJ219.69+06.50 219.69392 6.50143 0.4056
WHLJ143909.8+120826 219.79076 12.14044 0.4259
MKW8 220.15916 3.47639 0.0270
UGC9480 220.59323 22.33273 0.0151
RXCJ1442.8+1200 220.70125 12.01111 0.2690
WHLJ144309.3+010211 220.78876 1.03639 0.4902
A1961 221.13248 31.22667 0.2300
RCS1447+0949 221.81023 9.81324 0.2063
RCS1447+0828 221.85841 8.47365 0.3756
PSZ2G325.70+17.34 221.86111 -40.34570 0.3155
PSZ2G084.10+58.72 222.31599 48.55907 0.7310
ZwCl1447.2+2619 222.37071 26.09417 0.3621
HSCSJ1449-0043 222.38873 -0.71701 0.9660
WHLJ145038+051744 222.65974 5.29580 0.1567
A1978 222.77499 14.61111 0.1455
WHLJ145213+375251 223.05481 37.87803 0.2836
A1995 223.23949 58.04876 0.3256
RXCJ1452.9+1641 223.24500 16.69972 0.0444
WHLJ145317+033446 223.32185 3.57965 0.3460
A1986 223.37529 21.87433 0.1158
RXCJ1454.4+1622 223.59770 16.35529 0.0456
A1991 223.63083 18.64194 0.0587
CIZAJ1454.8-4312 223.69347 -43.21331 9.9999
PSZ2G097.52+51.70 223.81642 58.87536 0.7000
WHLJ145527+585030 223.86223 58.84175 0.3316
SDSSJ1456+5702 224.00359 57.03905 0.4690
RXJ1456+3021 224.04611 30.35110 0.4150
ZwCl1454.8+2233 224.31293 22.34278 0.2578
WHLJ145847+493507 224.69583 49.58528 0.4631
PSZ2G088.98+55.07 224.78082 52.80216 0.7024
AS780 224.87209 -18.18694 0.2357
A2009 225.08131 21.36941 0.1510
WHLJ150034+015234 225.14166 1.87611 0.4257
CIZAJ1500.7-5132 225.22804 -51.57280 0.0348
PSZ2G080.16+57.65 225.28317 47.27663 0.1240
NGC5813 225.29680 1.70198 0.0065
MCXCJ1501.3+4220 225.34583 42.34444 0.2917
WHLJ150303.7+275519 225.76541 27.92194 0.5292
RBS1460 226.03125 -2.80444 0.2153
WHLJ150457.1+260058 226.23799 26.01623 0.0549
WHLJ150816+575445 227.06792 57.91250 0.4937
WHLJ150825-001558 227.10750 -0.26611 0.0967
A2028 227.38844 7.52710 0.0777
A2034 227.54875 33.51472 0.1130
A2029 227.72917 5.72000 0.0773
WHLJ151058+070906 227.74464 7.15176 0.1569
A2033 227.86050 6.34911 0.0800
RXCJ1512.2-2254 228.05333 -22.91889 0.3152
PSZ2G086.93+53.18 228.48660 52.79720 0.6752
CIZAJ1514.6-4558 228.64944 -45.98044 0.0580
MOOJ1514+1346 228.68250 13.77556 1.0590
RXCJ1514.9-1523 228.74167 -15.38611 0.2226
A2048 228.82442 4.38224 0.0972
A2050 229.08000 0.09778 0.1183
RXCJ1516.3-2737 229.08292 -27.61194 0.3087
WHLJ151624-004948 229.10112 -0.83003 0.3760
A2051 229.14166 -0.94889 0.1150
PKS1514+00 229.16759 0.25053 0.0525
A2052 229.18333 7.01861 0.0355
WHYJ151651-005357 229.21521 -0.89934 0.1488
WHLJ151658-010639 229.24202 -1.11080 0.1186
WHLJ151724-004417 229.35068 -0.73816 0.1189
MCXCJ1517.9+3127 229.48293 31.45972 0.7440
PSZ2G045.87+57.70 229.58009 29.45670 0.6110
MSPM7336 229.63229 6.42730 0.1041
A2055 229.69000 6.23111 0.1020
WHLJ152026+285310 230.11171 28.88635 0.1216
A2064 230.24750 48.63805 0.1076
A2061 230.32083 30.64000 0.0784
ZwCl1518.8+0747 230.46625 7.70861 0.0442
A2065 230.67757 27.72263 0.0726
WHLJ152252.8+253527 230.71866 25.59262 0.5917
A2063 230.75777 8.63942 0.0349
A2069 231.04083 29.92111 0.1160
RXCJ1524.2-3154 231.05333 -31.90389 0.1028
RXJ1524.6+0957 231.16792 9.96083 0.5160
PSZ2G087.39+50.92 231.56931 54.14320 0.7480
CIGJ152741.9+204443 231.92458 20.74528 0.6930
ZwCl1529.2+3425 232.79417 34.24028 0.3350
WHLJ153125.4+353340 232.85568 35.56118 0.3427
MKW9 233.12224 4.68172 0.0397
RXJ1532.9+3021 233.22408 30.34984 0.3604
CLJ1533+3108 233.32083 31.14861 0.0669
MCXCJ1535.0+0120 233.75751 1.34694 0.3200
CIZAJ1535.1-4658 233.78792 -46.97917 0.0360
WHLJ153743+120023 234.43047 12.00627 0.1335
NGC5982 234.66583 59.35583 0.0101
PSZ2G081.02+50.57 234.80846 50.61385 0.5006
RXCJ1539.5-8335 234.89125 -83.59222 0.0728
A2107 234.91270 21.78270 0.0415
A2111 234.93375 34.41556 0.2290
A2110 234.96158 30.71778 0.0979
WHLJ154000+175608 235.00043 17.93556 0.3751
A2104 235.03125 -3.30806 0.1533
A2108 235.03792 17.87806 0.0919
A2125 235.31334 66.26583 0.2466
MACSJ1542.0-2915 235.51292 -29.25250 9.9999
WHLJ154317+075707 235.82249 7.95028 0.3231
WHLJ154410+361257 236.04208 36.21583 0.1880
PSZ2G057.78+52.32 236.22821 36.11189 0.0644
WHLJ154618+021349 236.57410 2.23022 0.2593
PSZ2G104.74+40.42 236.59300 69.95050 0.6900
RXJ1552.2+2013 238.05766 20.22890 0.1338
A2146 239.03708 66.35583 0.2343
WHLJ155625+444042 239.10513 44.67844 0.6014
WHLJ155651+443748 239.21558 44.63012 0.6077
A2142 239.58583 27.22694 0.0909
RXCJ1558.3-1410 239.59666 -14.16778 0.0970
A2145 240.09457 33.22167 0.0880
GMBCGJ240.4+27.3 240.41924 27.30444 0.1930
CIZAJ1601.7-7544 240.44458 -75.74611 0.1530
WHLJ160211+510335 240.54750 51.05983 0.7303
A2147 240.57793 16.02000 0.0350
GMBCGJ240.7+43.6 240.71078 43.58474 0.4147
RMJ1603.4+0316 240.82916 3.27889 0.2548
CLJ1604+4304 241.09833 43.05972 0.4960
A2151W 241.14874 17.72444 0.0370
AWM4 241.23750 23.92056 0.0318
A2151E 241.31245 17.74852 0.0366
WHLJ160937+530229 242.40390 53.04123 0.0635
WHLJ161040+540630 242.66875 54.10833 0.3618
WHLJ161135+541634 242.89958 54.27611 0.3307
SpARCSJ1613+5649 243.31084 56.82500 0.8710
CIZAJ1614.1-6307 243.53291 -63.13056 0.0620
WHLJ161521.1+193720 243.83791 19.62214 0.1568
PSZ1G020.72+38.01 243.84544 7.61665 0.4560
A2163 243.89223 -6.12397 0.2030
RXCJ1615.5+1927 243.89458 19.46000 0.0308
WHLJ161544+121659 243.93565 12.28297 0.2107
RMJ161552.6+122002 243.96930 12.33392 0.3740
MACSJ1616.7+5545 244.17209 55.75333 1.1610
WHLJ161855.5+105524 244.73125 10.92333 0.1024
WHYJ161911+600950 244.79744 60.16401 0.2698
RCS1620+2929 245.03917 29.49055 0.8696
WHLJ162031+295327 245.12958 29.89083 0.0972
MACSJ1621.3+3810 245.35292 38.16889 0.4650
SDSSJ1621+0607 245.38499 6.12194 0.3507
WHLJ162214-030642 245.55925 -3.11162 0.2384
MS1621.5+2640 245.89771 26.57057 0.4296
A2187 246.05830 41.24378 0.1833
A2192 246.65504 42.67215 0.1875
A2201 246.74583 55.48028 0.1278
RXCJ1627.3+4240 246.84833 42.67833 0.0317
A2199 247.15833 39.54861 0.0302
A2197E 247.42917 40.82000 0.0295
CLJ1630+2434 247.56708 24.57111 0.0635
A3628 247.91292 -75.12222 0.1050
SDSSJ1632+3500 248.04523 35.00968 0.4706
A2204 248.19376 5.57056 0.1522
RXCJ1633.8-0738 248.47458 -7.64500 0.0974
WHLJ163404+332117 248.51656 33.35467 0.4406
WHLJ163433+330907 248.64000 33.15194 0.3928
A2218 248.96832 66.21444 0.1756
CIZAJ1638.2-6420 249.57625 -64.35194 0.0508
WHLJ163935+470433 249.89850 47.07569 0.2269
WHLJ164008+470938 250.03458 47.16056 0.2134
A2219 250.08917 46.70583 0.2256
CL1641+4001 250.47333 40.02917 0.4664
RXJ1642.6+3935 250.66208 39.59806 0.3550
WHLJ164325.4+132236 250.85583 13.37667 0.1838
CIZAJ1645.4-7334 251.35918 -73.58167 0.0690
PSZ1G305.93-25.47 251.98820 -86.84060 0.3147
RXJ1648.7+6019 252.18167 60.32278 0.3770
Hercules-A 252.78375 4.99222 0.1540
CIZAJ1653.0-5943 253.25333 -59.73306 0.0480
WHYJ165520-865702 253.83263 -86.95054 0.1798
NGC6269 254.50999 27.86167 0.0344
A2241 254.91919 32.54316 0.0635
A2246 255.19501 64.21444 0.2250
WHLJ1701.4+6414 255.34792 64.23639 0.4500
PLCKG018.76+23.56 255.58875 -0.99969 0.0900
A2245 255.63292 33.51306 0.0850
A2244 255.67876 34.06194 0.0968
A2256 255.93137 78.71739 0.0581
AS792 256.29291 -82.17389 0.0737
RXCJ1706.0+3657 256.50208 36.95778 0.2820
RXCJ1706.4-0132 256.61084 -1.53972 0.0912
PSZ2G057.61+34.93 257.45279 34.45899 0.0855
Ophiuchus 258.10818 -23.37585 0.0280
A2255 258.12936 64.09257 0.0806
WHLJ171416+573103 258.57047 57.51754 0.1129
NGC6338 258.84579 57.41120 0.0293
RXJ1716.9+6708 259.20667 67.14167 0.8130
GMBCGJ259.2+57.5 259.22189 57.47013 0.3060
WHLJ171705+240424 259.27310 24.07322 0.6024
PSZ2G067.52+34.75 259.31491 42.46270 0.1754
A2254 259.41763 19.71426 0.1780
RBS1636 259.54083 56.66556 0.1138
A2259 260.03708 27.67028 0.1640
RXJ1720.1+2638 260.04184 26.62557 0.1605
MACSJ1720.2+3536 260.07001 35.60722 0.3913
A2261 260.61292 32.13389 0.2240
WHLJ172336.2+341158 260.90085 34.19944 0.4306
A2294 260.94791 85.88500 0.1693
WHYJ172612+021824 261.55069 2.30666 0.2832
RXJ1727.3+5510 261.84207 55.18028 0.2160
MCXCJ1727.4+7035 261.89001 70.59639 0.1110
RXJ1730.4+7423 262.62082 74.37500 0.0410
PSZ2G046.10+27.18 262.93900 22.86350 0.3890
IC1262 263.26083 43.76278 0.0344
WHYJ173422+502048 263.56567 50.35647 0.1992
A2276 263.72208 64.03611 0.1406
RXJ1736.3+6802 264.11542 68.07528 0.0258
RXJ1740.5+3539 265.13626 35.64750 0.0430
RXCJ1742.8+3900 265.70126 39.00972 0.0423
A2280 265.86707 63.69417 0.3260
ZwCl1742.1+3306 266.06250 32.98972 0.0757
CIZAJ1744.9-6044 266.24011 -60.74043 0.0154
1RXSJ174537.3+395128 266.40729 39.85858 0.2670
PSZ2G071.63+29.78 266.80841 45.19532 0.1473
RXJ1750.2+3505 267.56876 35.08167 0.1710
RXCJ1754.6+6803 268.66458 68.05639 0.0770
PSZ2G066.41+27.03 269.20081 40.13310 0.5699
RXJ1757.3+6631 269.33084 66.52528 0.6909
WHYJ180304+374250 270.76620 37.71402 0.3979
PSZ2G036.73+14.93 271.12949 10.05530 0.1525
RXJ1806.4+7028 271.60376 70.47778 0.0971
CIZAJ1809.0-0414 272.25500 -4.24389 0.3050
Z8338 272.75043 49.91111 0.0501
CIZAJ1813.3-6127 273.32791 -61.45750 0.1470
A2301 273.69226 69.65153 0.0874
A2302 274.98660 57.14036 0.1790
H1821+643 275.00125 64.34278 0.3315
RXJ1821.6+6827 275.39542 68.46472 0.8099
CIZAJ1824.1+3029 276.03207 30.49250 0.0720
MACSJ1824.3+4309 276.07208 43.16555 0.4870
CIZAJ1825.3+3026 276.35291 30.44194 0.0650
MACSJ1829.0+6913 277.26541 69.23055 0.2030
PSZ1G091.82+26.11 277.78418 62.24778 0.2400
NEP5960 278.13626 64.83306 0.1623
WHYJ183726+342155 279.35681 34.36538 0.1916
RXCJ1840.6-7709 280.15500 -77.15556 0.0194
WHYJ184402.4+453330 281.01007 45.55828 0.0920
PSZ2G075.08+19.83 281.69937 45.77590 0.1654
AS805 281.83334 -63.33694 0.0139
RXCJ1852.1+5711 283.03915 57.19722 0.1094
RXCJ1853.9+6822 283.49207 68.38139 0.0928
PSZ2G096.88+24.18 284.17078 66.37788 0.3000
WHYJ185660+444046 284.24835 44.67952 0.2628
CIZAJ1857.6+3800 284.41458 38.00833 0.0567
AS808 285.17703 -49.09600 0.0491
PSZ2G103.56+24.78 286.19611 72.46660 0.3300
PSZ2G075.85+15.53 287.78854 44.91729 9.9999
AS810 288.16791 -75.29167 0.0736
PLCKG337.1-26.0 288.65707 -59.47139 0.2600
PSZ2G352.05-24.01 290.24719 -45.85990 0.7980
A2319 290.28668 43.95833 0.0557
WHYJ192501-430204 291.25446 -43.03461 0.1212
A3638 291.37332 -42.94917 0.0806
CIZAJ1926.1+4833 291.54416 48.54556 0.0980
RXCJ1926.9-5342 291.74292 -53.70306 0.0570
RXCJ1931.6-3354 292.91125 -33.91306 0.0972
MACSJ1931.8-2635 292.95667 -26.57611 0.3520
AS821 293.69708 -50.89694 0.2371
CIZAJ1938.3+5409 294.57751 54.15917 0.2600
RXCJ1947.3-7623 296.83041 -76.39222 0.2170
A3651 298.06876 -55.06167 0.0599
A3653 298.25375 -52.03083 0.1089
RXJ1958.2-3011 299.56168 -30.18944 0.1171
Cygnus-A 299.87625 40.73639 0.0561
AS840 300.84741 -55.95930 0.0150
RXCJ2003.5-2323 300.87668 -23.38472 0.3171
WHYJ201041-454349 302.66998 -45.73029 0.2046
RXCJ2011.3-5725 302.84625 -57.42750 0.2786
A3667 303.12708 -56.83194 0.0556
RXCJ2014.8-2430 303.70709 -24.50833 0.1612
SPTCLJ2017-6258 304.48270 -62.97630 0.5700
LGG432 304.54901 -70.88857 0.0137
AS861 304.69000 -52.70611 0.0504
A3674 305.20792 -30.03361 0.2073
SPTCLJ2022-6323 305.52350 -63.39730 0.3830
AS868 305.75668 -20.94861 0.0564
RXCJ2023.4-5535 305.85208 -55.59222 0.2320
SPTCLJ2030-5638 307.70670 -56.63520 0.3900
SPTCLJ2031-4037 307.96457 -40.62056 0.3416
SPTCLJ2032-5627 308.07999 -56.45570 0.2840
SPTCLJ2034-5936 308.54083 -59.60083 0.9200
A3693 308.59161 -34.49448 0.0910
A3694 308.67542 -34.07389 0.0936
A3695 308.69958 -35.81333 0.0894
XCLASS2122 308.70300 -34.53000 0.3700
SPTCLJ2035-5251 308.80249 -52.85278 0.4700
RXJ2038.4-0125 309.61957 -1.41917 0.6790
SPTCLJ2040-5725 310.06311 -57.42870 0.9300
SPTCLJ2040-4451 310.24680 -44.85990 1.4780
XCLASS967 310.40500 -35.14800 0.4300
A3705 310.49918 -35.23090 0.0895
RXJ2043.2-2144 310.80249 -21.73500 0.2041
SPTCLJ2043-5035 310.82834 -50.59278 0.7230
MACSJ2046.0-3430 311.50540 -34.50111 0.4230
XCLASS569 312.03201 -17.69200 0.1700
A2328 312.04416 -17.84389 0.1470
MACSJ2049.9-3217 312.48416 -32.28111 0.3250
ACTCLJ2050.5-0055 312.62375 -0.92794 0.6220
PSZG345.40-39.3 312.98715 -52.62983 0.0472
PLCKG334.8-38.0A 313.07001 -61.20817 0.3500
PLCKG334.8-38.0B 313.28333 -61.17647 0.3500
WHLJ205404-154723 313.51974 -15.78984 0.2248
WHYJ205537+253749 313.90308 25.63038 0.2463
A3718 313.96457 -54.92000 0.1390
WHYJ205622-301120 314.08990 -30.18888 0.1891
MS2053.7-0449 314.09000 -4.62972 0.5876
SPTCLJ2056-5459 314.21991 -54.98920 0.7180
RXJ2059.9-4245 314.98001 -42.75917 0.3230
A3733 315.45291 -28.03500 0.0382
RBS1712 315.51840 -24.56620 0.1880
A3739 316.08374 -41.34944 0.1651
RXCJ2104.9-5149 316.21332 -51.82333 0.0490
ZwCl2102.6+1351 316.22232 14.02494 0.2000
PSZ2G003.91-42.03 316.46762 -38.75316 0.1521
SPTCLJ2106-5844 316.50000 -58.73333 1.1320
A3744 316.80124 -25.43806 0.0381
SPTCLJ2109-4626 317.45160 -46.43700 0.9800
IC1365 318.48291 2.56528 0.0493
WHLJ211610-030611 319.04230 -3.10329 0.2232
WHLJ211612-030926 319.05014 -3.15715 0.4390
RMJ2118.8+0033 319.70459 0.56028 0.2700
WHLJ212227+231150 320.61285 23.19728 0.1396
WHLJ212403.0+114750 321.01251 11.79722 0.3438
RXCJ2124.3-7446 321.03958 -74.76500 0.0540
SPTCLJ2124-6124 321.14880 -61.41410 0.4350
A2345 321.79584 -12.15917 0.1765
MACSJ2129-0741 322.35922 -7.69062 0.5889
RBS1748 322.40787 0.09406 0.2350
A3771 322.46249 -50.80111 0.0796
WHLJ213004-002108 322.51657 -0.35225 0.2431
WHLJ213027-000024 322.61230 0.00677 0.1432
SPTCLJ2130-6458 322.72849 -64.97640 0.3160
SPTCLJ2131-4019 322.76590 -40.32160 0.4500
A3783 323.49533 -42.64398 0.1955
WHYJ213416-132547 323.56760 -13.42968 0.1197
A2351 323.56876 -13.48000 0.0897
WHYJ213442-132328 323.67697 -13.39111 0.1917
MACSJ2135.2-0102 323.80087 -1.04884 0.3259
A2355 323.82166 1.43167 0.1244
WHLJ213520+012254 323.83630 1.38153 0.3741
SPTCLJ2135-5726 323.91583 -57.44139 0.4270
SPTCLJ2136-6307 324.23340 -63.12330 0.9260
RXJ2137.1+0026 324.27792 0.44750 0.0510
PSZ2G084.41-12.43 324.46399 35.58200 0.2603
SPTCLJ2138-6007 324.50601 -60.13240 0.3190
J213810+352610 324.54056 35.43619 0.2800
RXJ2139.9-4305 324.99374 -43.08722 0.3760
MACSJ2140.2-2339 325.06332 -23.66111 0.3130
RXCJ2143.9-5637 325.99292 -56.62639 0.0824
SPTCLJ2145-5644 326.46939 -56.74770 0.4800
A2377 326.47833 -10.10444 0.0808
RXJ2146.0+0423 326.51999 4.38861 0.5310
A3806 326.58707 -57.28861 0.0765
SPTCLJ2146-4633 326.64731 -46.55050 0.9330
A3809 326.74084 -43.91000 0.0623
AS974 326.98126 -46.00528 0.0596
SPTCLJ2148-6116 327.17960 -61.27917 0.5710
A3814 327.28082 -30.69861 0.1179
RCS2150-0442 327.58209 -4.70694 0.1600
XCLASS2117 327.67001 -5.68400 0.4400
RXCJ2151.0-0736 327.75317 -7.60867 0.2760
XCLASS2118 327.85101 -5.45100 0.1450
A2384 328.07895 -19.57846 0.0943
A2390 328.39792 17.68667 0.2280
A3822 328.53833 -57.85528 0.0759
ACTCLJ2154-0049 328.63416 -0.81806 0.4561
A2395 328.81876 8.75417 0.1500
PSZ2G315.56-37.04 328.89389 -75.42680 0.2330
RXCJ2155.6+1232 328.92499 12.52444 0.1920
RXJ2155.8+3759 328.96793 38.00834 0.2900
XCLASS2130 329.30258 -7.71215 0.4480
A2399 329.35751 -7.79472 0.0579
A2401 329.58374 -20.10444 0.0570
A3825 329.61334 -60.39944 0.0760
A2402 329.62708 -9.80778 0.0809
SPTCLJ2159-6244 329.99219 -62.74200 0.4300
A2409 330.22000 20.97083 0.1479
